"pkg","ver","src","desc"
"TDMR","0.9.0","Archive/TDMR/TDMR_0.9.0.tar.gz","TDMR_0.9.0.dcf"
"TDMR","1.0.0","Archive/TDMR/TDMR_1.0.0.tar.gz","TDMR_1.0.0.dcf"
"TDMR","1.0.1","TDMR_1.0.1.tar.gz","TDMR_1.0.1.dcf"
"tdthap","1.1-2","Archive/tdthap/tdthap_1.1-2.tar.gz","tdthap_1.1-2.dcf"
"tdthap","1.1-3","Archive/tdthap/tdthap_1.1-3.tar.gz","tdthap_1.1-3.dcf"
"tdthap","1.1-4","Archive/tdthap/tdthap_1.1-4.tar.gz","tdthap_1.1-4.dcf"
"tdthap","1.1-5","Archive/tdthap/tdthap_1.1-5.tar.gz","tdthap_1.1-5.dcf"
"tdthap","1.1-6","Archive/tdthap/tdthap_1.1-6.tar.gz","tdthap_1.1-6.dcf"
"tdthap","1.1-7","tdthap_1.1-7.tar.gz","tdthap_1.1-7.dcf"
"TeachingDemos","1.0","Archive/TeachingDemos/TeachingDemos_1.0.tar.gz","TeachingDemos_1.0.dcf"
"TeachingDemos","1.1","Archive/TeachingDemos/TeachingDemos_1.1.tar.gz","TeachingDemos_1.1.dcf"
"TeachingDemos","1.2","Archive/TeachingDemos/TeachingDemos_1.2.tar.gz","TeachingDemos_1.2.dcf"
"TeachingDemos","1.3","Archive/TeachingDemos/TeachingDemos_1.3.tar.gz","TeachingDemos_1.3.dcf"
"TeachingDemos","1.4","Archive/TeachingDemos/TeachingDemos_1.4.tar.gz","TeachingDemos_1.4.dcf"
"TeachingDemos","1.5","Archive/TeachingDemos/TeachingDemos_1.5.tar.gz","TeachingDemos_1.5.dcf"
"TeachingDemos","1.6","Archive/TeachingDemos/TeachingDemos_1.6.tar.gz","TeachingDemos_1.6.dcf"
"TeachingDemos","2.0","Archive/TeachingDemos/TeachingDemos_2.0.tar.gz","TeachingDemos_2.0.dcf"
"TeachingDemos","2.1","Archive/TeachingDemos/TeachingDemos_2.1.tar.gz","TeachingDemos_2.1.dcf"
"TeachingDemos","2.2","Archive/TeachingDemos/TeachingDemos_2.2.tar.gz","TeachingDemos_2.2.dcf"
"TeachingDemos","2.3","Archive/TeachingDemos/TeachingDemos_2.3.tar.gz","TeachingDemos_2.3.dcf"
"TeachingDemos","2.4","Archive/TeachingDemos/TeachingDemos_2.4.tar.gz","TeachingDemos_2.4.dcf"
"TeachingDemos","2.5","Archive/TeachingDemos/TeachingDemos_2.5.tar.gz","TeachingDemos_2.5.dcf"
"TeachingDemos","2.6","Archive/TeachingDemos/TeachingDemos_2.6.tar.gz","TeachingDemos_2.6.dcf"
"TeachingDemos","2.7","Archive/TeachingDemos/TeachingDemos_2.7.tar.gz","TeachingDemos_2.7.dcf"
"TeachingDemos","2.8","Archive/TeachingDemos/TeachingDemos_2.8.tar.gz","TeachingDemos_2.8.dcf"
"TeachingDemos","2.9","TeachingDemos_2.9.tar.gz","TeachingDemos_2.9.dcf"
"TeachingSampling","0.7.6","Archive/TeachingSampling/TeachingSampling_0.7.6.tar.gz","TeachingSampling_0.7.6.dcf"
"TeachingSampling","0.8.1","Archive/TeachingSampling/TeachingSampling_0.8.1.tar.gz","TeachingSampling_0.8.1.dcf"
"TeachingSampling","1.0.2","Archive/TeachingSampling/TeachingSampling_1.0.2.tar.gz","TeachingSampling_1.0.2.dcf"
"TeachingSampling","1.1.9","Archive/TeachingSampling/TeachingSampling_1.1.9.tar.gz","TeachingSampling_1.1.9.dcf"
"TeachingSampling","1.4.9","Archive/TeachingSampling/TeachingSampling_1.4.9.tar.gz","TeachingSampling_1.4.9.dcf"
"TeachingSampling","1.7.9","Archive/TeachingSampling/TeachingSampling_1.7.9.tar.gz","TeachingSampling_1.7.9.dcf"
"TeachingSampling","2.0.1","TeachingSampling_2.0.1.tar.gz","TeachingSampling_2.0.1.dcf"
"TeachNet","0.7","TeachNet_0.7.tar.gz","TeachNet_0.7.dcf"
"teigen","1.0","Archive/teigen/teigen_1.0.tar.gz","teigen_1.0.dcf"
"teigen","2.0.1","teigen_2.0.1.tar.gz","teigen_2.0.1.dcf"
"tempdisagg","0.12","Archive/tempdisagg/tempdisagg_0.12.tar.gz","tempdisagg_0.12.dcf"
"tempdisagg","0.13","Archive/tempdisagg/tempdisagg_0.13.tar.gz","tempdisagg_0.13.dcf"
"tempdisagg","0.21","Archive/tempdisagg/tempdisagg_0.21.tar.gz","tempdisagg_0.21.dcf"
"tempdisagg","0.22","tempdisagg_0.22.tar.gz","tempdisagg_0.22.dcf"
"tensor","1.0","Archive/tensor/tensor_1.0.tar.gz","tensor_1.0.dcf"
"tensor","1.1-1","Archive/tensor/tensor_1.1-1.tar.gz","tensor_1.1-1.dcf"
"tensor","1.1-2","Archive/tensor/tensor_1.1-2.tar.gz","tensor_1.1-2.dcf"
"tensor","1.4","Archive/tensor/tensor_1.4.tar.gz","tensor_1.4.dcf"
"tensor","1.5","tensor_1.5.tar.gz","tensor_1.5.dcf"
"tensorA","0.2","Archive/tensorA/tensorA_0.2.tar.gz","tensorA_0.2.dcf"
"tensorA","0.31","Archive/tensorA/tensorA_0.31.tar.gz","tensorA_0.31.dcf"
"tensorA","0.34","Archive/tensorA/tensorA_0.34.tar.gz","tensorA_0.34.dcf"
"tensorA","0.35","Archive/tensorA/tensorA_0.35.tar.gz","tensorA_0.35.dcf"
"tensorA","0.3","Archive/tensorA/tensorA_0.3.tar.gz","tensorA_0.3.dcf"
"tensorA","0.36","tensorA_0.36.tar.gz","tensorA_0.36.dcf"
"TEQR","1.0-0","Archive/TEQR/TEQR_1.0-0.tar.gz","TEQR_1.0-0.dcf"
"TEQR","2.0-0","TEQR_2.0-0.tar.gz","TEQR_2.0-0.dcf"
"TERAplusB","1.0","TERAplusB_1.0.tar.gz","TERAplusB_1.0.dcf"
"tergm","3.1-0","Archive/tergm/tergm_3.1-0.tar.gz","tergm_3.1-0.dcf"
"tergm","3.1.2","tergm_3.1.2.tar.gz","tergm_3.1.2.dcf"
"termstrc","1.0","Archive/termstrc/termstrc_1.0.tar.gz","termstrc_1.0.dcf"
"termstrc","1.1.1","Archive/termstrc/termstrc_1.1.1.tar.gz","termstrc_1.1.1.dcf"
"termstrc","1.1","Archive/termstrc/termstrc_1.1.tar.gz","termstrc_1.1.dcf"
"termstrc","1.2","Archive/termstrc/termstrc_1.2.tar.gz","termstrc_1.2.dcf"
"termstrc","1.3.1","Archive/termstrc/termstrc_1.3.1.tar.gz","termstrc_1.3.1.dcf"
"termstrc","1.3.2","Archive/termstrc/termstrc_1.3.2.tar.gz","termstrc_1.3.2.dcf"
"termstrc","1.3.3","Archive/termstrc/termstrc_1.3.3.tar.gz","termstrc_1.3.3.dcf"
"termstrc","1.3.4","Archive/termstrc/termstrc_1.3.4.tar.gz","termstrc_1.3.4.dcf"
"termstrc","1.3.5","Archive/termstrc/termstrc_1.3.5.tar.gz","termstrc_1.3.5.dcf"
"termstrc","1.3","Archive/termstrc/termstrc_1.3.tar.gz","termstrc_1.3.dcf"
"termstrc","1.3.7","termstrc_1.3.7.tar.gz","termstrc_1.3.7.dcf"
"ternvis","1.0","Archive/ternvis/ternvis_1.0.tar.gz","ternvis_1.0.dcf"
"ternvis","1.1","ternvis_1.1.tar.gz","ternvis_1.1.dcf"
"TESS","1.0.0","Archive/TESS/TESS_1.0.0.tar.gz","TESS_1.0.0.dcf"
"TESS","1.1.0","Archive/TESS/TESS_1.1.0.tar.gz","TESS_1.1.0.dcf"
"TESS","1.2.0","Archive/TESS/TESS_1.2.0.tar.gz","TESS_1.2.0.dcf"
"TESS","1.2.1","TESS_1.2.1.tar.gz","TESS_1.2.1.dcf"
"tester","0.1.2","Archive/tester/tester_0.1.2.tar.gz","tester_0.1.2.dcf"
"tester","0.1.5","Archive/tester/tester_0.1.5.tar.gz","tester_0.1.5.dcf"
"tester","0.1","Archive/tester/tester_0.1.tar.gz","tester_0.1.dcf"
"tester","0.1.7","tester_0.1.7.tar.gz","tester_0.1.7.dcf"
"testit","0.1","Archive/testit/testit_0.1.tar.gz","testit_0.1.dcf"
"testit","0.2.1","Archive/testit/testit_0.2.1.tar.gz","testit_0.2.1.dcf"
"testit","0.2","Archive/testit/testit_0.2.tar.gz","testit_0.2.dcf"
"testit","0.3","testit_0.3.tar.gz","testit_0.3.dcf"
"TestScorer","1.1-0","Archive/TestScorer/TestScorer_1.1-0.tar.gz","TestScorer_1.1-0.dcf"
"TestScorer","1.2","Archive/TestScorer/TestScorer_1.2.tar.gz","TestScorer_1.2.dcf"
"TestScorer","1.3","Archive/TestScorer/TestScorer_1.3.tar.gz","TestScorer_1.3.dcf"
"TestScorer","1.4","TestScorer_1.4.tar.gz","TestScorer_1.4.dcf"
"TestSurvRec","1.01","Archive/TestSurvRec/TestSurvRec_1.01.tar.gz","TestSurvRec_1.01.dcf"
"TestSurvRec","1.2.1","TestSurvRec_1.2.1.tar.gz","TestSurvRec_1.2.1.dcf"
"testthat","0.1.1","Archive/testthat/testthat_0.1.1.tar.gz","testthat_0.1.1.dcf"
"testthat","0.1","Archive/testthat/testthat_0.1.tar.gz","testthat_0.1.dcf"
"testthat","0.2","Archive/testthat/testthat_0.2.tar.gz","testthat_0.2.dcf"
"testthat","0.3","Archive/testthat/testthat_0.3.tar.gz","testthat_0.3.dcf"
"testthat","0.4","Archive/testthat/testthat_0.4.tar.gz","testthat_0.4.dcf"
"testthat","0.5","Archive/testthat/testthat_0.5.tar.gz","testthat_0.5.dcf"
"testthat","0.6","Archive/testthat/testthat_0.6.tar.gz","testthat_0.6.dcf"
"testthat","0.7","Archive/testthat/testthat_0.7.tar.gz","testthat_0.7.dcf"
"testthat","0.7.1","testthat_0.7.1.tar.gz","testthat_0.7.1.dcf"
"texmex","1.0","Archive/texmex/texmex_1.0.tar.gz","texmex_1.0.dcf"
"texmex","1.1","Archive/texmex/texmex_1.1.tar.gz","texmex_1.1.dcf"
"texmex","1.2","Archive/texmex/texmex_1.2.tar.gz","texmex_1.2.dcf"
"texmex","1.3","Archive/texmex/texmex_1.3.tar.gz","texmex_1.3.dcf"
"texmex","2.0","Archive/texmex/texmex_2.0.tar.gz","texmex_2.0.dcf"
"texmex","2.1","texmex_2.1.tar.gz","texmex_2.1.dcf"
"TExPosition","1.0","Archive/TExPosition/TExPosition_1.0.tar.gz","TExPosition_1.0.dcf"
"TExPosition","1.1","Archive/TExPosition/TExPosition_1.1.tar.gz","TExPosition_1.1.dcf"
"TExPosition","2.0.2","Archive/TExPosition/TExPosition_2.0.2.tar.gz","TExPosition_2.0.2.dcf"
"TExPosition","2.6.10","TExPosition_2.6.10.tar.gz","TExPosition_2.6.10.dcf"
"texreg","1.01","Archive/texreg/texreg_1.01.tar.gz","texreg_1.01.dcf"
"texreg","1.02","Archive/texreg/texreg_1.02.tar.gz","texreg_1.02.dcf"
"texreg","1.06","Archive/texreg/texreg_1.06.tar.gz","texreg_1.06.dcf"
"texreg","1.14","Archive/texreg/texreg_1.14.tar.gz","texreg_1.14.dcf"
"texreg","1.15","Archive/texreg/texreg_1.15.tar.gz","texreg_1.15.dcf"
"texreg","1.17","Archive/texreg/texreg_1.17.tar.gz","texreg_1.17.dcf"
"texreg","1.20","Archive/texreg/texreg_1.20.tar.gz","texreg_1.20.dcf"
"texreg","1.21","Archive/texreg/texreg_1.21.tar.gz","texreg_1.21.dcf"
"texreg","1.22","Archive/texreg/texreg_1.22.tar.gz","texreg_1.22.dcf"
"texreg","1.25","Archive/texreg/texreg_1.25.tar.gz","texreg_1.25.dcf"
"texreg","1.28","Archive/texreg/texreg_1.28.tar.gz","texreg_1.28.dcf"
"texreg","1.29.1","Archive/texreg/texreg_1.29.1.tar.gz","texreg_1.29.1.dcf"
"texreg","1.29.6","Archive/texreg/texreg_1.29.6.tar.gz","texreg_1.29.6.dcf"
"texreg","1.30","texreg_1.30.tar.gz","texreg_1.30.dcf"
"textcat","0.0-1","Archive/textcat/textcat_0.0-1.tar.gz","textcat_0.0-1.dcf"
"textcat","0.0-2","Archive/textcat/textcat_0.0-2.tar.gz","textcat_0.0-2.dcf"
"textcat","0.0-3","Archive/textcat/textcat_0.0-3.tar.gz","textcat_0.0-3.dcf"
"textcat","0.0-4","Archive/textcat/textcat_0.0-4.tar.gz","textcat_0.0-4.dcf"
"textcat","0.0-5","Archive/textcat/textcat_0.0-5.tar.gz","textcat_0.0-5.dcf"
"textcat","0.0-6","Archive/textcat/textcat_0.0-6.tar.gz","textcat_0.0-6.dcf"
"textcat","0.0-7","Archive/textcat/textcat_0.0-7.tar.gz","textcat_0.0-7.dcf"
"textcat","0.1-0","Archive/textcat/textcat_0.1-0.tar.gz","textcat_0.1-0.dcf"
"textcat","0.1-1","Archive/textcat/textcat_0.1-1.tar.gz","textcat_0.1-1.dcf"
"textcat","1.0-0","textcat_1.0-0.tar.gz","textcat_1.0-0.dcf"
"textir","1.1","Archive/textir/textir_1.1.tar.gz","textir_1.1.dcf"
"textir","1.2.1","Archive/textir/textir_1.2.1.tar.gz","textir_1.2.1.dcf"
"textir","1.2.2","Archive/textir/textir_1.2.2.tar.gz","textir_1.2.2.dcf"
"textir","1.2","Archive/textir/textir_1.2.tar.gz","textir_1.2.dcf"
"textir","1.4","Archive/textir/textir_1.4.tar.gz","textir_1.4.dcf"
"textir","1.5.2","Archive/textir/textir_1.5.2.tar.gz","textir_1.5.2.dcf"
"textir","1.5.3","Archive/textir/textir_1.5.3.tar.gz","textir_1.5.3.dcf"
"textir","1.5-4","Archive/textir/textir_1.5-4.tar.gz","textir_1.5-4.dcf"
"textir","1.5","Archive/textir/textir_1.5.tar.gz","textir_1.5.dcf"
"textir","1.6-1","Archive/textir/textir_1.6-1.tar.gz","textir_1.6-1.dcf"
"textir","1.6-3","Archive/textir/textir_1.6-3.tar.gz","textir_1.6-3.dcf"
"textir","1.6","Archive/textir/textir_1.6.tar.gz","textir_1.6.dcf"
"textir","1.7-1","Archive/textir/textir_1.7-1.tar.gz","textir_1.7-1.dcf"
"textir","1.7-2","Archive/textir/textir_1.7-2.tar.gz","textir_1.7-2.dcf"
"textir","1.7-3","Archive/textir/textir_1.7-3.tar.gz","textir_1.7-3.dcf"
"textir","1.7","Archive/textir/textir_1.7.tar.gz","textir_1.7.dcf"
"textir","1.8-1","Archive/textir/textir_1.8-1.tar.gz","textir_1.8-1.dcf"
"textir","1.8-2","Archive/textir/textir_1.8-2.tar.gz","textir_1.8-2.dcf"
"textir","1.8-3","Archive/textir/textir_1.8-3.tar.gz","textir_1.8-3.dcf"
"textir","1.8-4","Archive/textir/textir_1.8-4.tar.gz","textir_1.8-4.dcf"
"textir","1.8-5","Archive/textir/textir_1.8-5.tar.gz","textir_1.8-5.dcf"
"textir","1.8-6","Archive/textir/textir_1.8-6.tar.gz","textir_1.8-6.dcf"
"textir","1.8-7","Archive/textir/textir_1.8-7.tar.gz","textir_1.8-7.dcf"
"textir","1.8-8","Archive/textir/textir_1.8-8.tar.gz","textir_1.8-8.dcf"
"textir","1.8","Archive/textir/textir_1.8.tar.gz","textir_1.8.dcf"
"textir","2.0-1","textir_2.0-1.tar.gz","textir_2.0-1.dcf"
"textometry","0.1.1","Archive/textometry/textometry_0.1.1.tar.gz","textometry_0.1.1.dcf"
"textometry","0.1.2","textometry_0.1.2.tar.gz","textometry_0.1.2.dcf"
"TextRegression","0.1-1","Archive/TextRegression/TextRegression_0.1-1.tar.gz","TextRegression_0.1-1.dcf"
"TextRegression","0.1-3","Archive/TextRegression/TextRegression_0.1-3.tar.gz","TextRegression_0.1-3.dcf"
"tfer","1.0","Archive/tfer/tfer_1.0.tar.gz","tfer_1.0.dcf"
"tfer","1.1","tfer_1.1.tar.gz","tfer_1.1.dcf"
"tfplot","2012.4-1","Archive/tfplot/tfplot_2012.4-1.tar.gz","tfplot_2012.4-1.dcf"
"tfplot","2012.7-1","Archive/tfplot/tfplot_2012.7-1.tar.gz","tfplot_2012.7-1.dcf"
"tfplot","2013.4-1","tfplot_2013.4-1.tar.gz","tfplot_2013.4-1.dcf"
"tframe","2000.4-1","Archive/tframe/tframe_2000.4-1.tar.gz","tframe_2000.4-1.dcf"
"tframe","2007.5-1","Archive/tframe/tframe_2007.5-1.tar.gz","tframe_2007.5-1.dcf"
"tframe","2007.5-2","Archive/tframe/tframe_2007.5-2.tar.gz","tframe_2007.5-2.dcf"
"tframe","2007.5-3","Archive/tframe/tframe_2007.5-3.tar.gz","tframe_2007.5-3.dcf"
"tframe","2008.5-1","Archive/tframe/tframe_2008.5-1.tar.gz","tframe_2008.5-1.dcf"
"tframe","2009.10-1","Archive/tframe/tframe_2009.10-1.tar.gz","tframe_2009.10-1.dcf"
"tframe","2009.10-2","Archive/tframe/tframe_2009.10-2.tar.gz","tframe_2009.10-2.dcf"
"tframe","2009.2-1","Archive/tframe/tframe_2009.2-1.tar.gz","tframe_2009.2-1.dcf"
"tframe","2011.11-1","Archive/tframe/tframe_2011.11-1.tar.gz","tframe_2011.11-1.dcf"
"tframe","2011.11-2","Archive/tframe/tframe_2011.11-2.tar.gz","tframe_2011.11-2.dcf"
"tframe","2011.3-1","Archive/tframe/tframe_2011.3-1.tar.gz","tframe_2011.3-1.dcf"
"tframe","2011.8-1","Archive/tframe/tframe_2011.8-1.tar.gz","tframe_2011.8-1.dcf"
"tframe","2012.3-1","Archive/tframe/tframe_2012.3-1.tar.gz","tframe_2012.3-1.dcf"
"tframe","2012.4-2","Archive/tframe/tframe_2012.4-2.tar.gz","tframe_2012.4-2.dcf"
"tframe","R2000.6-1","Archive/tframe/tframe_R2000.6-1.tar.gz","tframe_R2000.6-1.dcf"
"tframe","2012.8-1","tframe_2012.8-1.tar.gz","tframe_2012.8-1.dcf"
"tframePlus","2008.5-1","Archive/tframePlus/tframePlus_2008.5-1.tar.gz","tframePlus_2008.5-1.dcf"
"tframePlus","2009.02-1","Archive/tframePlus/tframePlus_2009.02-1.tar.gz","tframePlus_2009.02-1.dcf"
"tframePlus","2009.10-1","Archive/tframePlus/tframePlus_2009.10-1.tar.gz","tframePlus_2009.10-1.dcf"
"tframePlus","2009.10-2","Archive/tframePlus/tframePlus_2009.10-2.tar.gz","tframePlus_2009.10-2.dcf"
"tframePlus","2010.4-1","Archive/tframePlus/tframePlus_2010.4-1.tar.gz","tframePlus_2010.4-1.dcf"
"tframePlus","2011.11-1","Archive/tframePlus/tframePlus_2011.11-1.tar.gz","tframePlus_2011.11-1.dcf"
"tframePlus","2011.11-2","Archive/tframePlus/tframePlus_2011.11-2.tar.gz","tframePlus_2011.11-2.dcf"
"tframePlus","2011.3-2","Archive/tframePlus/tframePlus_2011.3-2.tar.gz","tframePlus_2011.3-2.dcf"
"tframePlus","2011.8-1","Archive/tframePlus/tframePlus_2011.8-1.tar.gz","tframePlus_2011.8-1.dcf"
"tframePlus","2012.4-2","Archive/tframePlus/tframePlus_2012.4-2.tar.gz","tframePlus_2012.4-2.dcf"
"tframePlus","2012.8-1","Archive/tframePlus/tframePlus_2012.8-1.tar.gz","tframePlus_2012.8-1.dcf"
"tframePlus","2013.9-1","tframePlus_2013.9-1.tar.gz","tframePlus_2013.9-1.dcf"
"TFX","0.1.0","TFX_0.1.0.tar.gz","TFX_0.1.0.dcf"
"tgp","1.0-1","Archive/tgp/tgp_1.0-1.tar.gz","tgp_1.0-1.dcf"
"tgp","1.0-2","Archive/tgp/tgp_1.0-2.tar.gz","tgp_1.0-2.dcf"
"tgp","1.0","Archive/tgp/tgp_1.0.tar.gz","tgp_1.0.dcf"
"tgp","1.1-10","Archive/tgp/tgp_1.1-10.tar.gz","tgp_1.1-10.dcf"
"tgp","1.1-11","Archive/tgp/tgp_1.1-11.tar.gz","tgp_1.1-11.dcf"
"tgp","1.1-1","Archive/tgp/tgp_1.1-1.tar.gz","tgp_1.1-1.dcf"
"tgp","1.1-2","Archive/tgp/tgp_1.1-2.tar.gz","tgp_1.1-2.dcf"
"tgp","1.1-3","Archive/tgp/tgp_1.1-3.tar.gz","tgp_1.1-3.dcf"
"tgp","1.1-4","Archive/tgp/tgp_1.1-4.tar.gz","tgp_1.1-4.dcf"
"tgp","1.1-5","Archive/tgp/tgp_1.1-5.tar.gz","tgp_1.1-5.dcf"
"tgp","1.1-6","Archive/tgp/tgp_1.1-6.tar.gz","tgp_1.1-6.dcf"
"tgp","1.1-7","Archive/tgp/tgp_1.1-7.tar.gz","tgp_1.1-7.dcf"
"tgp","1.1-8","Archive/tgp/tgp_1.1-8.tar.gz","tgp_1.1-8.dcf"
"tgp","1.1-9","Archive/tgp/tgp_1.1-9.tar.gz","tgp_1.1-9.dcf"
"tgp","1.1","Archive/tgp/tgp_1.1.tar.gz","tgp_1.1.dcf"
"tgp","1.2-1","Archive/tgp/tgp_1.2-1.tar.gz","tgp_1.2-1.dcf"
"tgp","1.2-2","Archive/tgp/tgp_1.2-2.tar.gz","tgp_1.2-2.dcf"
"tgp","1.2-3","Archive/tgp/tgp_1.2-3.tar.gz","tgp_1.2-3.dcf"
"tgp","1.2-4","Archive/tgp/tgp_1.2-4.tar.gz","tgp_1.2-4.dcf"
"tgp","1.2-5","Archive/tgp/tgp_1.2-5.tar.gz","tgp_1.2-5.dcf"
"tgp","1.2-6","Archive/tgp/tgp_1.2-6.tar.gz","tgp_1.2-6.dcf"
"tgp","1.2","Archive/tgp/tgp_1.2.tar.gz","tgp_1.2.dcf"
"tgp","2.0-1","Archive/tgp/tgp_2.0-1.tar.gz","tgp_2.0-1.dcf"
"tgp","2.0-2","Archive/tgp/tgp_2.0-2.tar.gz","tgp_2.0-2.dcf"
"tgp","2.0-3","Archive/tgp/tgp_2.0-3.tar.gz","tgp_2.0-3.dcf"
"tgp","2.0-4","Archive/tgp/tgp_2.0-4.tar.gz","tgp_2.0-4.dcf"
"tgp","2.0","Archive/tgp/tgp_2.0.tar.gz","tgp_2.0.dcf"
"tgp","2.1-1","Archive/tgp/tgp_2.1-1.tar.gz","tgp_2.1-1.dcf"
"tgp","2.1-2","Archive/tgp/tgp_2.1-2.tar.gz","tgp_2.1-2.dcf"
"tgp","2.1-3","Archive/tgp/tgp_2.1-3.tar.gz","tgp_2.1-3.dcf"
"tgp","2.1-4","Archive/tgp/tgp_2.1-4.tar.gz","tgp_2.1-4.dcf"
"tgp","2.1-5","Archive/tgp/tgp_2.1-5.tar.gz","tgp_2.1-5.dcf"
"tgp","2.1-6","Archive/tgp/tgp_2.1-6.tar.gz","tgp_2.1-6.dcf"
"tgp","2.1","Archive/tgp/tgp_2.1.tar.gz","tgp_2.1.dcf"
"tgp","2.2-1","Archive/tgp/tgp_2.2-1.tar.gz","tgp_2.2-1.dcf"
"tgp","2.2-2","Archive/tgp/tgp_2.2-2.tar.gz","tgp_2.2-2.dcf"
"tgp","2.2-3","Archive/tgp/tgp_2.2-3.tar.gz","tgp_2.2-3.dcf"
"tgp","2.2-4","Archive/tgp/tgp_2.2-4.tar.gz","tgp_2.2-4.dcf"
"tgp","2.2","Archive/tgp/tgp_2.2.tar.gz","tgp_2.2.dcf"
"tgp","2.3-1","Archive/tgp/tgp_2.3-1.tar.gz","tgp_2.3-1.dcf"
"tgp","2.3-2","Archive/tgp/tgp_2.3-2.tar.gz","tgp_2.3-2.dcf"
"tgp","2.3-3","Archive/tgp/tgp_2.3-3.tar.gz","tgp_2.3-3.dcf"
"tgp","2.3-4","Archive/tgp/tgp_2.3-4.tar.gz","tgp_2.3-4.dcf"
"tgp","2.3","Archive/tgp/tgp_2.3.tar.gz","tgp_2.3.dcf"
"tgp","2.4-1","Archive/tgp/tgp_2.4-1.tar.gz","tgp_2.4-1.dcf"
"tgp","2.4-2","Archive/tgp/tgp_2.4-2.tar.gz","tgp_2.4-2.dcf"
"tgp","2.4-3","Archive/tgp/tgp_2.4-3.tar.gz","tgp_2.4-3.dcf"
"tgp","2.4-5","Archive/tgp/tgp_2.4-5.tar.gz","tgp_2.4-5.dcf"
"tgp","2.4-7","Archive/tgp/tgp_2.4-7.tar.gz","tgp_2.4-7.dcf"
"tgp","2.4-8","Archive/tgp/tgp_2.4-8.tar.gz","tgp_2.4-8.dcf"
"tgp","2.4","Archive/tgp/tgp_2.4.tar.gz","tgp_2.4.dcf"
"tgp","2.4-9","tgp_2.4-9.tar.gz","tgp_2.4-9.dcf"
"tgram","0.1","Archive/tgram/tgram_0.1.tar.gz","tgram_0.1.dcf"
"tgram","0.2-0","Archive/tgram/tgram_0.2-0.tar.gz","tgram_0.2-0.dcf"
"tgram","0.2-1","Archive/tgram/tgram_0.2-1.tar.gz","tgram_0.2-1.dcf"
"tgram","0.2-2","tgram_0.2-2.tar.gz","tgram_0.2-2.dcf"
"TGUICore","0.9.10","Archive/TGUICore/TGUICore_0.9.10.tar.gz","TGUICore_0.9.10.dcf"
"TGUICore","0.9.12","Archive/TGUICore/TGUICore_0.9.12.tar.gz","TGUICore_0.9.12.dcf"
"TGUICore","0.9.13","Archive/TGUICore/TGUICore_0.9.13.tar.gz","TGUICore_0.9.13.dcf"
"TGUICore","0.9.2","Archive/TGUICore/TGUICore_0.9.2.tar.gz","TGUICore_0.9.2.dcf"
"TGUICore","0.9.3","Archive/TGUICore/TGUICore_0.9.3.tar.gz","TGUICore_0.9.3.dcf"
"TGUICore","0.9.6","Archive/TGUICore/TGUICore_0.9.6.tar.gz","TGUICore_0.9.6.dcf"
"TGUICore","0.9.7","Archive/TGUICore/TGUICore_0.9.7.tar.gz","TGUICore_0.9.7.dcf"
"TGUICore","0.9.9","Archive/TGUICore/TGUICore_0.9.9.tar.gz","TGUICore_0.9.9.dcf"
"TGUICore","0.9.15","TGUICore_0.9.15.tar.gz","TGUICore_0.9.15.dcf"
"TGUITeaching","0.9.10","Archive/TGUITeaching/TGUITeaching_0.9.10.tar.gz","TGUITeaching_0.9.10.dcf"
"TGUITeaching","0.9.12","Archive/TGUITeaching/TGUITeaching_0.9.12.tar.gz","TGUITeaching_0.9.12.dcf"
"TGUITeaching","0.9.13","Archive/TGUITeaching/TGUITeaching_0.9.13.tar.gz","TGUITeaching_0.9.13.dcf"
"TGUITeaching","0.9.2","Archive/TGUITeaching/TGUITeaching_0.9.2.tar.gz","TGUITeaching_0.9.2.dcf"
"TGUITeaching","0.9.3","Archive/TGUITeaching/TGUITeaching_0.9.3.tar.gz","TGUITeaching_0.9.3.dcf"
"TGUITeaching","0.9.5","Archive/TGUITeaching/TGUITeaching_0.9.5.tar.gz","TGUITeaching_0.9.5.dcf"
"TGUITeaching","0.9.6","Archive/TGUITeaching/TGUITeaching_0.9.6.tar.gz","TGUITeaching_0.9.6.dcf"
"TGUITeaching","0.9.7","Archive/TGUITeaching/TGUITeaching_0.9.7.tar.gz","TGUITeaching_0.9.7.dcf"
"TGUITeaching","0.9.9","Archive/TGUITeaching/TGUITeaching_0.9.9.tar.gz","TGUITeaching_0.9.9.dcf"
"TGUITeaching","0.9.14","TGUITeaching_0.9.14.tar.gz","TGUITeaching_0.9.14.dcf"
"TH.data","1.0-0","Archive/TH.data/TH.data_1.0-0.tar.gz","TH.data_1.0-0.dcf"
"TH.data","1.0-1","Archive/TH.data/TH.data_1.0-1.tar.gz","TH.data_1.0-1.dcf"
"TH.data","1.0-2","TH.data_1.0-2.tar.gz","TH.data_1.0-2.dcf"
"thgenetics","0.3-0","Archive/thgenetics/thgenetics_0.3-0.tar.gz","thgenetics_0.3-0.dcf"
"thgenetics","0.3-1","Archive/thgenetics/thgenetics_0.3-1.tar.gz","thgenetics_0.3-1.dcf"
"thgenetics","0.3-2","Archive/thgenetics/thgenetics_0.3-2.tar.gz","thgenetics_0.3-2.dcf"
"thgenetics","0.3-4","thgenetics_0.3-4.tar.gz","thgenetics_0.3-4.dcf"
