"pkg","ver","src","desc"
"betareg","3.0-1","Archive/betareg/betareg_3.0-1.tar.gz","betareg_3.0-1.dcf"
"betareg","3.0-2","Archive/betareg/betareg_3.0-2.tar.gz","betareg_3.0-2.dcf"
"betareg","3.0-3","Archive/betareg/betareg_3.0-3.tar.gz","betareg_3.0-3.dcf"
"betareg","3.0-4","betareg_3.0-4.tar.gz","betareg_3.0-4.dcf"
"betategarch","1.0","Archive/betategarch/betategarch_1.0.tar.gz","betategarch_1.0.dcf"
"betategarch","1.1","Archive/betategarch/betategarch_1.1.tar.gz","betategarch_1.1.dcf"
"betategarch","1.2","Archive/betategarch/betategarch_1.2.tar.gz","betategarch_1.2.dcf"
"betategarch","1.3","Archive/betategarch/betategarch_1.3.tar.gz","betategarch_1.3.dcf"
"betategarch","2.0","Archive/betategarch/betategarch_2.0.tar.gz","betategarch_2.0.dcf"
"betategarch","3.0","Archive/betategarch/betategarch_3.0.tar.gz","betategarch_3.0.dcf"
"betategarch","3.1","betategarch_3.1.tar.gz","betategarch_3.1.dcf"
"betfairly","1.0","Archive/betfairly/betfairly_1.0.tar.gz","betfairly_1.0.dcf"
"betfairly","1.1","Archive/betfairly/betfairly_1.1.tar.gz","betfairly_1.1.dcf"
"betfairly","1.2","Archive/betfairly/betfairly_1.2.tar.gz","betfairly_1.2.dcf"
"bethel","0.1","Archive/bethel/bethel_0.1.tar.gz","bethel_0.1.dcf"
"bethel","0.2","bethel_0.2.tar.gz","bethel_0.2.dcf"
"bfa","0.2.2","Archive/bfa/bfa_0.2.2.tar.gz","bfa_0.2.2.dcf"
"bfa","0.2.3","Archive/bfa/bfa_0.2.3.tar.gz","bfa_0.2.3.dcf"
"bfa","0.3","bfa_0.3.tar.gz","bfa_0.3.dcf"
"bfast","1.1","Archive/bfast/bfast_1.1.tar.gz","bfast_1.1.dcf"
"bfast","1.2-1","Archive/bfast/bfast_1.2-1.tar.gz","bfast_1.2-1.dcf"
"bfast","1.2","Archive/bfast/bfast_1.2.tar.gz","bfast_1.2.dcf"
"bfast","1.4.3","Archive/bfast/bfast_1.4.3.tar.gz","bfast_1.4.3.dcf"
"bfast","1.4.4","bfast_1.4.4.tar.gz","bfast_1.4.4.dcf"
"bfp","0.0-16","Archive/bfp/bfp_0.0-16.tar.gz","bfp_0.0-16.dcf"
"bfp","0.0-17","Archive/bfp/bfp_0.0-17.tar.gz","bfp_0.0-17.dcf"
"bfp","0.0-19","Archive/bfp/bfp_0.0-19.tar.gz","bfp_0.0-19.dcf"
"bfp","0.0-25","Archive/bfp/bfp_0.0-25.tar.gz","bfp_0.0-25.dcf"
"bfp","0.0-27","bfp_0.0-27.tar.gz","bfp_0.0-27.dcf"
"bgeva","0.1","Archive/bgeva/bgeva_0.1.tar.gz","bgeva_0.1.dcf"
"bgeva","0.2","bgeva_0.2.tar.gz","bgeva_0.2.dcf"
"BGLR","1.0.1","Archive/BGLR/BGLR_1.0.1.tar.gz","BGLR_1.0.1.dcf"
"BGLR","1.0.2","BGLR_1.0.2.tar.gz","BGLR_1.0.2.dcf"
"bgmm","1.0","Archive/bgmm/bgmm_1.0.tar.gz","bgmm_1.0.dcf"
"bgmm","1.1","Archive/bgmm/bgmm_1.1.tar.gz","bgmm_1.1.dcf"
"bgmm","1.2","Archive/bgmm/bgmm_1.2.tar.gz","bgmm_1.2.dcf"
"bgmm","1.3","Archive/bgmm/bgmm_1.3.tar.gz","bgmm_1.3.dcf"
"bgmm","1.4","Archive/bgmm/bgmm_1.4.tar.gz","bgmm_1.4.dcf"
"bgmm","1.5","Archive/bgmm/bgmm_1.5.tar.gz","bgmm_1.5.dcf"
"bgmm","1.6","bgmm_1.6.tar.gz","bgmm_1.6.dcf"
"BGPhazard","0.9.0","Archive/BGPhazard/BGPhazard_0.9.0.tar.gz","BGPhazard_0.9.0.dcf"
"BGPhazard","0.9.1","Archive/BGPhazard/BGPhazard_0.9.1.tar.gz","BGPhazard_0.9.1.dcf"
"BGPhazard","0.9.2","BGPhazard_0.9.2.tar.gz","BGPhazard_0.9.2.dcf"
"BGSIMD","1.0","BGSIMD_1.0.tar.gz","BGSIMD_1.0.dcf"
"BH","1.51.0-0","Archive/BH/BH_1.51.0-0.tar.gz","BH_1.51.0-0.dcf"
"BH","1.51.0-1","Archive/BH/BH_1.51.0-1.tar.gz","BH_1.51.0-1.dcf"
"BH","1.51.0-2","Archive/BH/BH_1.51.0-2.tar.gz","BH_1.51.0-2.dcf"
"BH","1.51.0-3","Archive/BH/BH_1.51.0-3.tar.gz","BH_1.51.0-3.dcf"
"BH","1.51.0-4","BH_1.51.0-4.tar.gz","BH_1.51.0-4.dcf"
"Bhat","0.9-03","Archive/Bhat/Bhat_0.9-03.tar.gz","Bhat_0.9-03.dcf"
"Bhat","0.9-04","Archive/Bhat/Bhat_0.9-04.tar.gz","Bhat_0.9-04.dcf"
"Bhat","0.9-05","Archive/Bhat/Bhat_0.9-05.tar.gz","Bhat_0.9-05.dcf"
"Bhat","0.9-06","Archive/Bhat/Bhat_0.9-06.tar.gz","Bhat_0.9-06.dcf"
"Bhat","0.9-07","Archive/Bhat/Bhat_0.9-07.tar.gz","Bhat_0.9-07.dcf"
"Bhat","0.9-08","Archive/Bhat/Bhat_0.9-08.tar.gz","Bhat_0.9-08.dcf"
"Bhat","0.9-09","Archive/Bhat/Bhat_0.9-09.tar.gz","Bhat_0.9-09.dcf"
"Bhat","0.9-10","Bhat_0.9-10.tar.gz","Bhat_0.9-10.dcf"
"BHH2","0.2-1","Archive/BHH2/BHH2_0.2-1.tar.gz","BHH2_0.2-1.dcf"
"BHH2","0.2-2","Archive/BHH2/BHH2_0.2-2.tar.gz","BHH2_0.2-2.dcf"
"BHH2","1.0.0","Archive/BHH2/BHH2_1.0.0.tar.gz","BHH2_1.0.0.dcf"
"BHH2","1.0.1","Archive/BHH2/BHH2_1.0.1.tar.gz","BHH2_1.0.1.dcf"
"BHH2","1.0.2","Archive/BHH2/BHH2_1.0.2.tar.gz","BHH2_1.0.2.dcf"
"BHH2","1.0.3","Archive/BHH2/BHH2_1.0.3.tar.gz","BHH2_1.0.3.dcf"
"BHH2","2012.04-0","BHH2_2012.04-0.tar.gz","BHH2_2012.04-0.dcf"
"biasbetareg","1.0","biasbetareg_1.0.tar.gz","biasbetareg_1.0.dcf"
"BiasedUrn","1.00","Archive/BiasedUrn/BiasedUrn_1.00.tar.gz","BiasedUrn_1.00.dcf"
"BiasedUrn","1.01","Archive/BiasedUrn/BiasedUrn_1.01.tar.gz","BiasedUrn_1.01.dcf"
"BiasedUrn","1.02","Archive/BiasedUrn/BiasedUrn_1.02.tar.gz","BiasedUrn_1.02.dcf"
"BiasedUrn","1.03","Archive/BiasedUrn/BiasedUrn_1.03.tar.gz","BiasedUrn_1.03.dcf"
"BiasedUrn","1.04","Archive/BiasedUrn/BiasedUrn_1.04.tar.gz","BiasedUrn_1.04.dcf"
"BiasedUrn","1.05","Archive/BiasedUrn/BiasedUrn_1.05.tar.gz","BiasedUrn_1.05.dcf"
"BiasedUrn","1.06","Archive/BiasedUrn/BiasedUrn_1.06.tar.gz","BiasedUrn_1.06.dcf"
"BiasedUrn","1.06.1","BiasedUrn_1.06.1.tar.gz","BiasedUrn_1.06.1.dcf"
"bibtex","0.1-0","Archive/bibtex/bibtex_0.1-0.tar.gz","bibtex_0.1-0.dcf"
"bibtex","0.1-2","Archive/bibtex/bibtex_0.1-2.tar.gz","bibtex_0.1-2.dcf"
"bibtex","0.1-3","Archive/bibtex/bibtex_0.1-3.tar.gz","bibtex_0.1-3.dcf"
"bibtex","0.2-0","Archive/bibtex/bibtex_0.2-0.tar.gz","bibtex_0.2-0.dcf"
"bibtex","0.2-1","Archive/bibtex/bibtex_0.2-1.tar.gz","bibtex_0.2-1.dcf"
"bibtex","0.3-0","Archive/bibtex/bibtex_0.3-0.tar.gz","bibtex_0.3-0.dcf"
"bibtex","0.3-2","Archive/bibtex/bibtex_0.3-2.tar.gz","bibtex_0.3-2.dcf"
"bibtex","0.3-3","Archive/bibtex/bibtex_0.3-3.tar.gz","bibtex_0.3-3.dcf"
"bibtex","0.3-4","Archive/bibtex/bibtex_0.3-4.tar.gz","bibtex_0.3-4.dcf"
"bibtex","0.3-5","Archive/bibtex/bibtex_0.3-5.tar.gz","bibtex_0.3-5.dcf"
"bibtex","0.3-6","bibtex_0.3-6.tar.gz","bibtex_0.3-6.dcf"
"biclust","0.5","Archive/biclust/biclust_0.5.tar.gz","biclust_0.5.dcf"
"biclust","0.7.1","Archive/biclust/biclust_0.7.1.tar.gz","biclust_0.7.1.dcf"
"biclust","0.7.2","Archive/biclust/biclust_0.7.2.tar.gz","biclust_0.7.2.dcf"
"biclust","0.8.1","Archive/biclust/biclust_0.8.1.tar.gz","biclust_0.8.1.dcf"
"biclust","0.9.1","Archive/biclust/biclust_0.9.1.tar.gz","biclust_0.9.1.dcf"
"biclust","1.0.1","Archive/biclust/biclust_1.0.1.tar.gz","biclust_1.0.1.dcf"
"biclust","1.0","Archive/biclust/biclust_1.0.tar.gz","biclust_1.0.dcf"
"biclust","1.0.2","biclust_1.0.2.tar.gz","biclust_1.0.2.dcf"
"bicreduc","0.4-7","Archive/bicreduc/bicreduc_0.4-7.tar.gz","bicreduc_0.4-7.dcf"
"BiDimRegression","1.0-3","Archive/BiDimRegression/BiDimRegression_1.0-3.tar.gz","BiDimRegression_1.0-3.dcf"
"BiDimRegression","1.0-4","Archive/BiDimRegression/BiDimRegression_1.0-4.tar.gz","BiDimRegression_1.0-4.dcf"
"BiDimRegression","1.0-5","BiDimRegression_1.0-5.tar.gz","BiDimRegression_1.0-5.dcf"
"bifactorial","1.0","Archive/bifactorial/bifactorial_1.0.tar.gz","bifactorial_1.0.dcf"
"bifactorial","1.3","Archive/bifactorial/bifactorial_1.3.tar.gz","bifactorial_1.3.dcf"
"bifactorial","1.4.1","Archive/bifactorial/bifactorial_1.4.1.tar.gz","bifactorial_1.4.1.dcf"
"bifactorial","1.4.2","Archive/bifactorial/bifactorial_1.4.2.tar.gz","bifactorial_1.4.2.dcf"
"bifactorial","1.4.4","Archive/bifactorial/bifactorial_1.4.4.tar.gz","bifactorial_1.4.4.dcf"
"bifactorial","1.4.5","Archive/bifactorial/bifactorial_1.4.5.tar.gz","bifactorial_1.4.5.dcf"
"bifactorial","1.4.6","Archive/bifactorial/bifactorial_1.4.6.tar.gz","bifactorial_1.4.6.dcf"
"bifactorial","1.4","Archive/bifactorial/bifactorial_1.4.tar.gz","bifactorial_1.4.dcf"
"bifactorial","1.4.7","bifactorial_1.4.7.tar.gz","bifactorial_1.4.7.dcf"
"biganalytics","1.0.10","Archive/biganalytics/biganalytics_1.0.10.tar.gz","biganalytics_1.0.10.dcf"
"biganalytics","1.0.12","Archive/biganalytics/biganalytics_1.0.12.tar.gz","biganalytics_1.0.12.dcf"
"biganalytics","1.0.13","Archive/biganalytics/biganalytics_1.0.13.tar.gz","biganalytics_1.0.13.dcf"
"biganalytics","1.0.14","Archive/biganalytics/biganalytics_1.0.14.tar.gz","biganalytics_1.0.14.dcf"
"biganalytics","1.1.0","Archive/biganalytics/biganalytics_1.1.0.tar.gz","biganalytics_1.1.0.dcf"
"biganalytics","1.1.1","biganalytics_1.1.1.tar.gz","biganalytics_1.1.1.dcf"
"bigdata","0.1","bigdata_0.1.tar.gz","bigdata_0.1.dcf"
"bigGP","0.1-2","bigGP_0.1-2.tar.gz","bigGP_0.1-2.dcf"
"BiGGR","1.5","Archive/BiGGR/BiGGR_1.5.tar.gz","BiGGR_1.5.dcf"
"BiGGR","1.8","Archive/BiGGR/BiGGR_1.8.tar.gz","BiGGR_1.8.dcf"
"biglars","1.0.1","Archive/biglars/biglars_1.0.1.tar.gz","biglars_1.0.1.dcf"
"biglars","1.0","Archive/biglars/biglars_1.0.tar.gz","biglars_1.0.dcf"
"biglars","1.0.2","biglars_1.0.2.tar.gz","biglars_1.0.2.dcf"
"biglm","0.3","Archive/biglm/biglm_0.3.tar.gz","biglm_0.3.dcf"
"biglm","0.4","Archive/biglm/biglm_0.4.tar.gz","biglm_0.4.dcf"
"biglm","0.6","Archive/biglm/biglm_0.6.tar.gz","biglm_0.6.dcf"
"biglm","0.7","Archive/biglm/biglm_0.7.tar.gz","biglm_0.7.dcf"
"biglm","0.8","Archive/biglm/biglm_0.8.tar.gz","biglm_0.8.dcf"
"biglm","0.9-1","biglm_0.9-1.tar.gz","biglm_0.9-1.dcf"
"bigmatrix","0.9.1","Archive/bigmatrix/bigmatrix_0.9.1.tar.gz","bigmatrix_0.9.1.dcf"
"bigmatrix","0.9.2","Archive/bigmatrix/bigmatrix_0.9.2.tar.gz","bigmatrix_0.9.2.dcf"
"bigmatrix","0.9.3","Archive/bigmatrix/bigmatrix_0.9.3.tar.gz","bigmatrix_0.9.3.dcf"
"bigmatrix","0.9.4","Archive/bigmatrix/bigmatrix_0.9.4.tar.gz","bigmatrix_0.9.4.dcf"
"bigmatrix","0.9.5","Archive/bigmatrix/bigmatrix_0.9.5.tar.gz","bigmatrix_0.9.5.dcf"
"bigmatrix","0.9.6","Archive/bigmatrix/bigmatrix_0.9.6.tar.gz","bigmatrix_0.9.6.dcf"
"bigmemory","2.0","Archive/bigmemory/bigmemory_2.0.tar.gz","bigmemory_2.0.dcf"
"bigmemory","2.1","Archive/bigmemory/bigmemory_2.1.tar.gz","bigmemory_2.1.dcf"
"bigmemory","2.2","Archive/bigmemory/bigmemory_2.2.tar.gz","bigmemory_2.2.dcf"
"bigmemory","2.3","Archive/bigmemory/bigmemory_2.3.tar.gz","bigmemory_2.3.dcf"
"bigmemory","3.10","Archive/bigmemory/bigmemory_3.10.tar.gz","bigmemory_3.10.dcf"
"bigmemory","3.11","Archive/bigmemory/bigmemory_3.11.tar.gz","bigmemory_3.11.dcf"
"bigmemory","3.12","Archive/bigmemory/bigmemory_3.12.tar.gz","bigmemory_3.12.dcf"
"bigmemory","3.5","Archive/bigmemory/bigmemory_3.5.tar.gz","bigmemory_3.5.dcf"
"bigmemory","3.6","Archive/bigmemory/bigmemory_3.6.tar.gz","bigmemory_3.6.dcf"
"bigmemory","3.7","Archive/bigmemory/bigmemory_3.7.tar.gz","bigmemory_3.7.dcf"
"bigmemory","3.8","Archive/bigmemory/bigmemory_3.8.tar.gz","bigmemory_3.8.dcf"
"bigmemory","3.9","Archive/bigmemory/bigmemory_3.9.tar.gz","bigmemory_3.9.dcf"
"bigmemory","4.2.11","Archive/bigmemory/bigmemory_4.2.11.tar.gz","bigmemory_4.2.11.dcf"
"bigmemory","4.2.1","Archive/bigmemory/bigmemory_4.2.1.tar.gz","bigmemory_4.2.1.dcf"
"bigmemory","4.2.3","Archive/bigmemory/bigmemory_4.2.3.tar.gz","bigmemory_4.2.3.dcf"
"bigmemory","4.3.0","Archive/bigmemory/bigmemory_4.3.0.tar.gz","bigmemory_4.3.0.dcf"
"bigmemory","4.4.0","Archive/bigmemory/bigmemory_4.4.0.tar.gz","bigmemory_4.4.0.dcf"
"bigmemory","4.4.3","Archive/bigmemory/bigmemory_4.4.3.tar.gz","bigmemory_4.4.3.dcf"
"bigmemory","4.4.5","Archive/bigmemory/bigmemory_4.4.5.tar.gz","bigmemory_4.4.5.dcf"
"bigmemory","4.4.6","bigmemory_4.4.6.tar.gz","bigmemory_4.4.6.dcf"
"bigmemory.sri","0.1.2","bigmemory.sri_0.1.2.tar.gz","bigmemory.sri_0.1.2.dcf"
"bigml","0.1-1","bigml_0.1-1.tar.gz","bigml_0.1-1.dcf"
"biGraph","0.9-3","Archive/biGraph/biGraph_0.9-3.tar.gz","biGraph_0.9-3.dcf"
"bigrf","0.1-4","Archive/bigrf/bigrf_0.1-4.tar.gz","bigrf_0.1-4.dcf"
"bigrf","0.1-5","Archive/bigrf/bigrf_0.1-5.tar.gz","bigrf_0.1-5.dcf"
"bigrf","0.1-6","bigrf_0.1-6.tar.gz","bigrf_0.1-6.dcf"
"bigRR","1.3-6","Archive/bigRR/bigRR_1.3-6.tar.gz","bigRR_1.3-6.dcf"
"bigRR","1.3-8","bigRR_1.3-8.tar.gz","bigRR_1.3-8.dcf"
"bigtabulate","1.0.10","Archive/bigtabulate/bigtabulate_1.0.10.tar.gz","bigtabulate_1.0.10.dcf"
"bigtabulate","1.0.11","Archive/bigtabulate/bigtabulate_1.0.11.tar.gz","bigtabulate_1.0.11.dcf"
"bigtabulate","1.0.13","Archive/bigtabulate/bigtabulate_1.0.13.tar.gz","bigtabulate_1.0.13.dcf"
"bigtabulate","1.0.8","Archive/bigtabulate/bigtabulate_1.0.8.tar.gz","bigtabulate_1.0.8.dcf"
"bigtabulate","1.1.0","Archive/bigtabulate/bigtabulate_1.1.0.tar.gz","bigtabulate_1.1.0.dcf"
"bigtabulate","1.1.1","Archive/bigtabulate/bigtabulate_1.1.1.tar.gz","bigtabulate_1.1.1.dcf"
"bigtabulate","1.1.2","bigtabulate_1.1.2.tar.gz","bigtabulate_1.1.2.dcf"
"BigTSP","1.0","BigTSP_1.0.tar.gz","BigTSP_1.0.dcf"
"bilan","2013.12","bilan_2013.12.tar.gz","bilan_2013.12.dcf"
"bild","1.0-3","Archive/bild/bild_1.0-3.tar.gz","bild_1.0-3.dcf"
"bild","1.0-4","Archive/bild/bild_1.0-4.tar.gz","bild_1.0-4.dcf"
"bild","1.0","Archive/bild/bild_1.0.tar.gz","bild_1.0.dcf"
"bild","1.1-1","Archive/bild/bild_1.1-1.tar.gz","bild_1.1-1.dcf"
"bild","1.1-3","bild_1.1-3.tar.gz","bild_1.1-3.dcf"
"bim","0.92-3","Archive/bim/bim_0.92-3.tar.gz","bim_0.92-3.dcf"
"bim","0.93-1","Archive/bim/bim_0.93-1.tar.gz","bim_0.93-1.dcf"
"bim","1.01-1","Archive/bim/bim_1.01-1.tar.gz","bim_1.01-1.dcf"
"bim","1.01-3","Archive/bim/bim_1.01-3.tar.gz","bim_1.01-3.dcf"
"bim","1.01-4","Archive/bim/bim_1.01-4.tar.gz","bim_1.01-4.dcf"
"bim","1.01-5","Archive/bim/bim_1.01-5.tar.gz","bim_1.01-5.dcf"
"bimetallic","1.0","bimetallic_1.0.tar.gz","bimetallic_1.0.dcf"
"binarySimCLF","1.0","Archive/binarySimCLF/binarySimCLF_1.0.tar.gz","binarySimCLF_1.0.dcf"
"BINCO","0.1-1","Archive/BINCO/BINCO_0.1-1.tar.gz","BINCO_0.1-1.dcf"
"bindata","0.9-10","Archive/bindata/bindata_0.9-10.tar.gz","bindata_0.9-10.dcf"
"bindata","0.9-11","Archive/bindata/bindata_0.9-11.tar.gz","bindata_0.9-11.dcf"
"bindata","0.9-12","Archive/bindata/bindata_0.9-12.tar.gz","bindata_0.9-12.dcf"
"bindata","0.9-13","Archive/bindata/bindata_0.9-13.tar.gz","bindata_0.9-13.dcf"
"bindata","0.9-14","Archive/bindata/bindata_0.9-14.tar.gz","bindata_0.9-14.dcf"
"bindata","0.9-15","Archive/bindata/bindata_0.9-15.tar.gz","bindata_0.9-15.dcf"
"bindata","0.9-16","Archive/bindata/bindata_0.9-16.tar.gz","bindata_0.9-16.dcf"
"bindata","0.9-17","Archive/bindata/bindata_0.9-17.tar.gz","bindata_0.9-17.dcf"
"bindata","0.9-18","Archive/bindata/bindata_0.9-18.tar.gz","bindata_0.9-18.dcf"
"bindata","0.9-5","Archive/bindata/bindata_0.9-5.tar.gz","bindata_0.9-5.dcf"
"bindata","0.9-6","Archive/bindata/bindata_0.9-6.tar.gz","bindata_0.9-6.dcf"
"bindata","0.9-7","Archive/bindata/bindata_0.9-7.tar.gz","bindata_0.9-7.dcf"
"bindata","0.9-8","Archive/bindata/bindata_0.9-8.tar.gz","bindata_0.9-8.dcf"
"bindata","0.9-9","Archive/bindata/bindata_0.9-9.tar.gz","bindata_0.9-9.dcf"
"bindata","0.9-19","bindata_0.9-19.tar.gz","bindata_0.9-19.dcf"
"binGroup","0.3-1","Archive/binGroup/binGroup_0.3-1.tar.gz","binGroup_0.3-1.dcf"
"binGroup","0.3-2","Archive/binGroup/binGroup_0.3-2.tar.gz","binGroup_0.3-2.dcf"
"binGroup","1.0-10","Archive/binGroup/binGroup_1.0-10.tar.gz","binGroup_1.0-10.dcf"
"binGroup","1.0-3","Archive/binGroup/binGroup_1.0-3.tar.gz","binGroup_1.0-3.dcf"
"binGroup","1.0-4","Archive/binGroup/binGroup_1.0-4.tar.gz","binGroup_1.0-4.dcf"
"binGroup","1.0-5","Archive/binGroup/binGroup_1.0-5.tar.gz","binGroup_1.0-5.dcf"
"binGroup","1.0-6","Archive/binGroup/binGroup_1.0-6.tar.gz","binGroup_1.0-6.dcf"
"binGroup","1.0-7","Archive/binGroup/binGroup_1.0-7.tar.gz","binGroup_1.0-7.dcf"
"binGroup","1.0-8","Archive/binGroup/binGroup_1.0-8.tar.gz","binGroup_1.0-8.dcf"
"binGroup","1.0-9","Archive/binGroup/binGroup_1.0-9.tar.gz","binGroup_1.0-9.dcf"
"binGroup","1.1-0","binGroup_1.1-0.tar.gz","binGroup_1.1-0.dcf"
"binhf","0.9-3","Archive/binhf/binhf_0.9-3.tar.gz","binhf_0.9-3.dcf"
"binMto","0.0-3","Archive/binMto/binMto_0.0-3.tar.gz","binMto_0.0-3.dcf"
"binMto","0.0-4","Archive/binMto/binMto_0.0-4.tar.gz","binMto_0.0-4.dcf"
"binMto","0.0-5","Archive/binMto/binMto_0.0-5.tar.gz","binMto_0.0-5.dcf"
"binMto","0.0-6","binMto_0.0-6.tar.gz","binMto_0.0-6.dcf"
"BinNor","1.0","Archive/BinNor/BinNor_1.0.tar.gz","BinNor_1.0.dcf"
"BinNor","2.0","BinNor_2.0.tar.gz","BinNor_2.0.dcf"
"binom","1.0-0","Archive/binom/binom_1.0-0.tar.gz","binom_1.0-0.dcf"
"binom","1.0-1","Archive/binom/binom_1.0-1.tar.gz","binom_1.0-1.dcf"
"binom","1.0-2","Archive/binom/binom_1.0-2.tar.gz","binom_1.0-2.dcf"
"binom","1.0-3","Archive/binom/binom_1.0-3.tar.gz","binom_1.0-3.dcf"
"binom","1.0-4","Archive/binom/binom_1.0-4.tar.gz","binom_1.0-4.dcf"
"binom","1.0-5","Archive/binom/binom_1.0-5.tar.gz","binom_1.0-5.dcf"
"binom","1.1-1","binom_1.1-1.tar.gz","binom_1.1-1.dcf"
"binomialcftp","1.0","binomialcftp_1.0.tar.gz","binomialcftp_1.0.dcf"
"binomlogit","1.0","Archive/binomlogit/binomlogit_1.0.tar.gz","binomlogit_1.0.dcf"
"binomlogit","1.1","binomlogit_1.1.tar.gz","binomlogit_1.1.dcf"
"binomSamSize","0.1-1","Archive/binomSamSize/binomSamSize_0.1-1.tar.gz","binomSamSize_0.1-1.dcf"
"binomSamSize","0.1-2","Archive/binomSamSize/binomSamSize_0.1-2.tar.gz","binomSamSize_0.1-2.dcf"
"binomSamSize","0.1-3","binomSamSize_0.1-3.tar.gz","binomSamSize_0.1-3.dcf"
"binomTools","1.0-1","binomTools_1.0-1.tar.gz","binomTools_1.0-1.dcf"
"binseqtest","0.3","binseqtest_0.3.tar.gz","binseqtest_0.3.dcf"
"bio.infer","1.1-1","Archive/bio.infer/bio.infer_1.1-1.tar.gz","bio.infer_1.1-1.dcf"
"bio.infer","1.1-2","Archive/bio.infer/bio.infer_1.1-2.tar.gz","bio.infer_1.1-2.dcf"
"bio.infer","1.1-3","Archive/bio.infer/bio.infer_1.1-3.tar.gz","bio.infer_1.1-3.dcf"
"bio.infer","1.1-4","Archive/bio.infer/bio.infer_1.1-4.tar.gz","bio.infer_1.1-4.dcf"
"bio.infer","1.1-5","Archive/bio.infer/bio.infer_1.1-5.tar.gz","bio.infer_1.1-5.dcf"
"bio.infer","1.1-6","Archive/bio.infer/bio.infer_1.1-6.tar.gz","bio.infer_1.1-6.dcf"
"bio.infer","1.1","Archive/bio.infer/bio.infer_1.1.tar.gz","bio.infer_1.1.dcf"
"bio.infer","1.2-1","Archive/bio.infer/bio.infer_1.2-1.tar.gz","bio.infer_1.2-1.dcf"
"bio.infer","1.2-2","Archive/bio.infer/bio.infer_1.2-2.tar.gz","bio.infer_1.2-2.dcf"
"bio.infer","1.2-3","Archive/bio.infer/bio.infer_1.2-3.tar.gz","bio.infer_1.2-3.dcf"
"bio.infer","1.2-4","Archive/bio.infer/bio.infer_1.2-4.tar.gz","bio.infer_1.2-4.dcf"
"bio.infer","1.2-5","Archive/bio.infer/bio.infer_1.2-5.tar.gz","bio.infer_1.2-5.dcf"
"bio.infer","1.2-6","Archive/bio.infer/bio.infer_1.2-6.tar.gz","bio.infer_1.2-6.dcf"
"bio.infer","1.2-7","Archive/bio.infer/bio.infer_1.2-7.tar.gz","bio.infer_1.2-7.dcf"
"bio.infer","1.2-8","Archive/bio.infer/bio.infer_1.2-8.tar.gz","bio.infer_1.2-8.dcf"
"bio.infer","1.2-9","Archive/bio.infer/bio.infer_1.2-9.tar.gz","bio.infer_1.2-9.dcf"
"bio.infer","1.3-1","bio.infer_1.3-1.tar.gz","bio.infer_1.3-1.dcf"
"Biodem","0.1","Archive/Biodem/Biodem_0.1.tar.gz","Biodem_0.1.dcf"
"Biodem","0.2","Archive/Biodem/Biodem_0.2.tar.gz","Biodem_0.2.dcf"
"Biodem","0.3","Biodem_0.3.tar.gz","Biodem_0.3.dcf"
"BiodiversityR","1.0","Archive/BiodiversityR/BiodiversityR_1.0.tar.gz","BiodiversityR_1.0.dcf"
"BiodiversityR","1.1","Archive/BiodiversityR/BiodiversityR_1.1.tar.gz","BiodiversityR_1.1.dcf"
"BiodiversityR","1.2","Archive/BiodiversityR/BiodiversityR_1.2.tar.gz","BiodiversityR_1.2.dcf"
"BiodiversityR","1.3","Archive/BiodiversityR/BiodiversityR_1.3.tar.gz","BiodiversityR_1.3.dcf"
"BiodiversityR","1.4.2","Archive/BiodiversityR/BiodiversityR_1.4.2.tar.gz","BiodiversityR_1.4.2.dcf"
"BiodiversityR","1.4","Archive/BiodiversityR/BiodiversityR_1.4.tar.gz","BiodiversityR_1.4.dcf"
"BiodiversityR","1.5","Archive/BiodiversityR/BiodiversityR_1.5.tar.gz","BiodiversityR_1.5.dcf"
"BiodiversityR","1.6","Archive/BiodiversityR/BiodiversityR_1.6.tar.gz","BiodiversityR_1.6.dcf"
"BiodiversityR","2.0","Archive/BiodiversityR/BiodiversityR_2.0.tar.gz","BiodiversityR_2.0.dcf"
"BiodiversityR","2.1","Archive/BiodiversityR/BiodiversityR_2.1.tar.gz","BiodiversityR_2.1.dcf"
"BiodiversityR","2.2","Archive/BiodiversityR/BiodiversityR_2.2.tar.gz","BiodiversityR_2.2.dcf"
"BiodiversityR","2.3","Archive/BiodiversityR/BiodiversityR_2.3.tar.gz","BiodiversityR_2.3.dcf"
"BiodiversityR","2.3-6","BiodiversityR_2.3-6.tar.gz","BiodiversityR_2.3-6.dcf"
"BioGeoBEARS","0.1.1","Archive/BioGeoBEARS/BioGeoBEARS_0.1.1.tar.gz","BioGeoBEARS_0.1.1.dcf"
"BioGeoBEARS","0.2","Archive/BioGeoBEARS/BioGeoBEARS_0.2.tar.gz","BioGeoBEARS_0.2.dcf"
"BioGeoBEARS","0.2.1","BioGeoBEARS_0.2.1.tar.gz","BioGeoBEARS_0.2.1.dcf"
"Biograph","1.0","Archive/Biograph/Biograph_1.0.tar.gz","Biograph_1.0.dcf"
"Biograph","2.0.1","Archive/Biograph/Biograph_2.0.1.tar.gz","Biograph_2.0.1.dcf"
"Biograph","2.0.2","Archive/Biograph/Biograph_2.0.2.tar.gz","Biograph_2.0.2.dcf"
"Biograph","2.0.3","Archive/Biograph/Biograph_2.0.3.tar.gz","Biograph_2.0.3.dcf"
